ADM1_NAME,ADM1_CODE,ADM2_NAME,ADM2_CODE,totpop2019
Sud-Ubangi,CD42,Tandala,CD4202ZS05,290842
Sud-Ubangi,CD42,Bokonzi,CD4204ZS01,228473
Sud-Ubangi,CD42,Boto,CD4204ZS02,19161
Sud-Ubangi,CD42,Kungu,CD4204ZS03,227002
Sud-Ubangi,CD42,Libenge,CD4205ZS01,241934
Sud-Ubangi,CD42,Mawuya,CD4205ZS02,163833
Sud-Ubangi,CD42,Zongo,CD4206ZS01,79581
Tanganyika,CD74,Kabalo,CD7407ZS01,269885
Tanganyika,CD74,Kalemie,CD7402ZS01,358116
Tanganyika,CD74,Nyemba,CD7402ZS02,336477
Tanganyika,CD74,Kongolo,CD7409ZS01,322363
Tanganyika,CD74,Mbulula,CD7409ZS02,203894
Tanganyika,CD74,Ankoro,CD7406ZS01,274102
Tanganyika,CD74,Kiyambi,CD7406ZS02,177619
Tanganyika,CD74,Manono,CD7406ZS03,300077
Tanganyika,CD74,Kansimba,CD7404ZS01,173528
Tanganyika,CD74,Moba,CD7404ZS02,346486
Tanganyika,CD74,Nyunzu,CD7410ZS01,277228
Tshopo,CD51,Bafwagbogbo,CD5111ZS01,72245
Tshopo,CD51,Bafwasende,CD5111ZS02,82796
Tshopo,CD51,Opienge,CD5111ZS03,63321
Tshopo,CD51,Banalia,CD5110ZS01,146328
Tshopo,CD51,Bengamisa,CD5110ZS02,120479
Tshopo,CD51,Basali,CD5109ZS01,88327
Tshopo,CD51,Basoko,CD5109ZS02,163090
Tshopo,CD51,Yalimbongo,CD5109ZS03,103298
Tshopo,CD51,Isangi,CD5105ZS01,163431
Tshopo,CD51,Yabaondo,CD5105ZS02,171537
Tshopo,CD51,Yahisuli,CD5105ZS03,87577
Tshopo,CD51,Yakusu,CD5105ZS04,163111
Tshopo,CD51,Kabondo,CD5101ZS01,187377
Tshopo,CD51,Lubunga,CD5101ZS02,167811
Tshopo,CD51,Makiso-Kisangani,CD5101ZS03,204232
Tshopo,CD51,Mangobo,CD5101ZS04,202493
Tshopo,CD51,Tshopo,CD5101ZS05,139579
Tshopo,CD51,Opala,CD5103ZS01,129544
Tshopo,CD51,Yaleko,CD5103ZS02,144036
Tshopo,CD51,Lowa,CD5102ZS01,133808
Tshopo,CD51,Ubundu,CD5102ZS02,102526
Tshopo,CD51,Wanierukula,CD5102ZS03,87579
Tshopo,CD51,Yahuma,CD5107ZS01,189417
Tshuapa,CD45,Befale,CD4503ZS01,177347
Tshuapa,CD45,Mompono,CD4503ZS02,142540
Tshuapa,CD45,Boende,CD4502ZS01,271905
Tshuapa,CD45,Wema,CD4502ZS02,9538
Tshuapa,CD45,Bokungu,CD4506ZS01,201071
Tshuapa,CD45,Bosanga,CD4506ZS02,235186
Tshuapa,CD45,Yalifafo,CD4506ZS03,174463
Tshuapa,CD45,Djolu,CD4504ZS01,235186
Tshuapa,CD45,Lingomo,CD4504ZS02,135223
Tshuapa,CD45,Ikela,CD4505ZS01,169826
Tshuapa,CD45,Mondombe,CD4505ZS02,173125
Tshuapa,CD45,Monkoto,CD4507ZS01,134739
Total général,,,,99337324
