"","HZ","p_cm","expert","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","score_log","score_bri"
"2521","KATWA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2522","KATWA",">=6",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2523","KATWA",">=6",12,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2524","KATWA",">=6",15,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2525","LOLWA",">=10",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2526","LOLWA",">=10",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2527","LOLWA",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2528","LOLWA",">=2",15,0.5,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.693147180359945,0.5
"2529","LOLWA",">=2",12,0.2,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.22314355118921,0.2
"2530","LOLWA",">=2",7,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2531","LOLWA",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2532","LOLWA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2533","LOLWA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2534","LOLWA",">=6",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2535","LOLWA",">=6",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2536","LOLWA",">=6",15,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.105360515546715,0.1
"2537","MABALAKO",">=10",7,0.5,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.693147180759945,0.5
"2538","MABALAKO",">=10",12,0.15,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.89711998555255,0.85
"2539","MABALAKO",">=10",15,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-2.99573227555399,0.95
"2540","MABALAKO",">=2",7,0.95,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.0512932944928137,0.05
"2541","MABALAKO",">=2",12,1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.00000008279037e-10,0
"2542","MABALAKO",">=2",15,0.8,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.22314355143921,0.2
"2543","MABALAKO",">=20",7,0.15,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.89711998555255,0.85
"2544","MABALAKO",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-23.0258509299405,1
"2545","MABALAKO",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-23.0258509299405,1
"2546","MABALAKO",">=6",7,0.8,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.22314355143921,0.2
"2547","MABALAKO",">=6",12,0.65,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.4307829162463,0.35
"2548","MABALAKO",">=6",15,0.2,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.6094379129341,0.8
"2549","MAMBASA",">=10",7,0.3,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.356674943795875,0.3
"2550","MAMBASA",">=10",12,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.105360515546715,0.1
"2551","MAMBASA",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2552","MAMBASA",">=2",7,0.9,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-2.30258509199405,0.9
"2553","MAMBASA",">=2",15,0.75,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.38629436071989,0.75
"2554","MAMBASA",">=2",12,0.9,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-2.30258509199405,0.9
"2555","MAMBASA",">=20",7,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2556","MAMBASA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2557","MAMBASA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2558","MAMBASA",">=6",7,0.5,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.693147180359945,0.5
"2559","MAMBASA",">=6",12,0.35,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.430782915938608,0.35
"2560","MAMBASA",">=6",15,0.15,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.162518929380128,0.15
"2561","MANDIMA",">=10",7,0.9,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-2.30258509199405,0.9
"2562","MANDIMA",">=10",12,0.5,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.693147180359945,0.5
"2563","MANDIMA",">=10",15,0.35,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.430782915938608,0.35
"2564","MANDIMA",">=2",7,1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.00000008279037e-10,0
"2565","MANDIMA",">=2",15,1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.00000008279037e-10,0
"2566","MANDIMA",">=2",12,1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.00000008279037e-10,0
"2567","MANDIMA",">=20",7,0.5,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.693147180359945,0.5
"2568","MANDIMA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2569","MANDIMA",">=20",15,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2570","MANDIMA",">=6",7,1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.00000008279037e-10,0
"2571","MANDIMA",">=6",12,0.9,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.105360515768937,0.1
"2572","MANDIMA",">=6",15,0.7,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.35667494408159,0.3
"2573","NYAKUNDE",">=10",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2574","NYAKUNDE",">=10",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2575","NYAKUNDE",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2576","NYAKUNDE",">=2",7,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2577","NYAKUNDE",">=2",15,0.45,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.597837000573802,0.45
"2578","NYAKUNDE",">=2",12,0.2,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.22314355118921,0.2
"2579","NYAKUNDE",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2580","NYAKUNDE",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2581","NYAKUNDE",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2582","NYAKUNDE",">=6",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2583","NYAKUNDE",">=6",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2584","NYAKUNDE",">=6",15,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2585","OICHA",">=10",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2586","OICHA",">=10",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2587","OICHA",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2588","OICHA",">=2",15,0.5,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.693147180759945,0.5
"2589","OICHA",">=2",12,0.4,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-0.916290732124155,0.6
"2590","OICHA",">=2",7,0.25,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",1,-1.38629436151989,0.75
"2591","OICHA",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2592","OICHA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2593","OICHA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-1.00000008279037e-10,0
"2594","OICHA",">=6",7,0.05,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.0512932942822874,0.05
"2595","OICHA",">=6",12,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.105360515546715,0.1
"2596","OICHA",">=6",15,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","expert",0,-0.105360515546715,0.1
"2597","BENI",">=10",7,0.06,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0618754036117045,0.06
"2598","BENI",">=10",12,0.06,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0618754036117045,0.06
"2599","BENI",">=10",15,0.06,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0618754036117045,0.06
"2600","BENI",">=2",7,0.539,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.618039708258669,0.461
"2601","BENI",">=2",12,0.539,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.618039708258669,0.461
"2602","BENI",">=2",15,0.539,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.618039708258669,0.461
"2603","BENI",">=20",7,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2604","BENI",">=20",12,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2605","BENI",">=20",15,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2606","BENI",">=6",7,0.184,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-1.69281952191663,0.816
"2607","BENI",">=6",12,0.184,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-1.69281952191663,0.816
"2608","BENI",">=6",15,0.184,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-1.69281952191663,0.816
"2609","GOMA",">=10",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2610","GOMA",">=10",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2611","GOMA",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2612","GOMA",">=2",7,0.004,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00400802129713721,0.004
"2613","GOMA",">=2",12,0.004,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00400802129713721,0.004
"2614","GOMA",">=2",15,0.004,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00400802129713721,0.004
"2615","GOMA",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2616","GOMA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2617","GOMA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2618","GOMA",">=6",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2619","GOMA",">=6",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2620","GOMA",">=6",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2621","KALUNGUTA",">=10",7,0.028,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0283994744188173,0.028
"2622","KALUNGUTA",">=10",12,0.028,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0283994744188173,0.028
"2623","KALUNGUTA",">=10",15,0.028,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0283994744188173,0.028
"2624","KALUNGUTA",">=2",7,0.394,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.500875292747806,0.394
"2625","KALUNGUTA",">=2",12,0.394,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.500875292747806,0.394
"2626","KALUNGUTA",">=2",15,0.394,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.500875292747806,0.394
"2627","KALUNGUTA",">=20",7,0.001,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00100050023348343,0.001
"2628","KALUNGUTA",">=20",12,0.001,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00100050023348343,0.001
"2629","KALUNGUTA",">=20",15,0.001,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00100050023348343,0.001
"2630","KALUNGUTA",">=6",7,0.103,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.108699416811858,0.103
"2631","KALUNGUTA",">=6",12,0.103,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.108699416811858,0.103
"2632","KALUNGUTA",">=6",15,0.103,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.108699416811858,0.103
"2633","KATWA",">=10",7,0.008,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00803217159645781,0.008
"2634","KATWA",">=10",12,0.008,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00803217159645781,0.008
"2635","KATWA",">=10",15,0.008,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00803217159645781,0.008
"2636","KATWA",">=2",7,0.279,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.327116141558492,0.279
"2637","KATWA",">=2",12,0.279,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.327116141558492,0.279
"2638","KATWA",">=2",15,0.279,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.327116141558492,0.279
"2639","KATWA",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2640","KATWA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2641","KATWA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2642","KATWA",">=6",7,0.053,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0544561856904622,0.053
"2643","KATWA",">=6",12,0.053,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0544561856904622,0.053
"2644","KATWA",">=6",15,0.053,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0544561856904622,0.053
"2645","LOLWA",">=10",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2646","LOLWA",">=10",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2647","LOLWA",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2648","LOLWA",">=2",7,0.006,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00601807222495939,0.006
"2649","LOLWA",">=2",12,0.006,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00601807222495939,0.006
"2650","LOLWA",">=2",15,0.006,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00601807222495939,0.006
"2651","LOLWA",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2652","LOLWA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2653","LOLWA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2654","LOLWA",">=6",7,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2655","LOLWA",">=6",12,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2656","LOLWA",">=6",15,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2657","MABALAKO",">=10",7,0.296,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-1.21739582499591,0.704
"2658","MABALAKO",">=10",12,0.296,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-1.21739582499591,0.704
"2659","MABALAKO",">=10",15,0.296,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-1.21739582499591,0.704
"2660","MABALAKO",">=2",7,0.854,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.157824085310663,0.146
"2661","MABALAKO",">=2",12,0.854,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.157824085310663,0.146
"2662","MABALAKO",">=2",15,0.854,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.157824085310663,0.146
"2663","MABALAKO",">=20",7,0.07,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-2.65926003836135,0.93
"2664","MABALAKO",">=20",12,0.07,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-2.65926003836135,0.93
"2665","MABALAKO",">=20",15,0.07,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-2.65926003836135,0.93
"2666","MABALAKO",">=6",7,0.54,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.616186139609002,0.46
"2667","MABALAKO",">=6",12,0.54,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.616186139609002,0.46
"2668","MABALAKO",">=6",15,0.54,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.616186139609002,0.46
"2669","MAMBASA",">=10",7,0.02,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0202027072154786,0.02
"2670","MAMBASA",">=10",12,0.02,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0202027072154786,0.02
"2671","MAMBASA",">=10",15,0.02,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0202027072154786,0.02
"2672","MAMBASA",">=2",7,0.268,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.311974764884213,0.268
"2673","MAMBASA",">=2",12,0.268,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.311974764884213,0.268
"2674","MAMBASA",">=2",15,0.268,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.311974764884213,0.268
"2675","MAMBASA",">=20",7,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2676","MAMBASA",">=20",12,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2677","MAMBASA",">=20",15,0.002,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00200200257047267,0.002
"2678","MAMBASA",">=6",7,0.079,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0822952426182525,0.079
"2679","MAMBASA",">=6",12,0.079,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0822952426182525,0.079
"2680","MAMBASA",">=6",15,0.079,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0822952426182525,0.079
"2681","MANDIMA",">=10",7,0.423,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.549913012300727,0.423
"2682","MANDIMA",">=10",12,0.423,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.549913012300727,0.423
"2683","MANDIMA",">=10",15,0.423,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.549913012300727,0.423
"2684","MANDIMA",">=2",7,0.927,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.0758017135241567,0.073
"2685","MANDIMA",">=2",12,0.927,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.0758017135241567,0.073
"2686","MANDIMA",">=2",15,0.927,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.0758017135241567,0.073
"2687","MANDIMA",">=20",7,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.105360515546715,0.1
"2688","MANDIMA",">=20",12,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.105360515546715,0.1
"2689","MANDIMA",">=20",15,0.1,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.105360515546715,0.1
"2690","MANDIMA",">=6",7,0.66,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.415515444113181,0.34
"2691","MANDIMA",">=6",12,0.66,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.415515444113181,0.34
"2692","MANDIMA",">=6",15,0.66,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.415515444113181,0.34
"2693","NYAKUNDE",">=10",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2694","NYAKUNDE",">=10",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2695","NYAKUNDE",">=10",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2696","NYAKUNDE",">=2",7,0.006,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00601807222495939,0.006
"2697","NYAKUNDE",">=2",12,0.006,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00601807222495939,0.006
"2698","NYAKUNDE",">=2",15,0.006,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.00601807222495939,0.006
"2699","NYAKUNDE",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2700","NYAKUNDE",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2701","NYAKUNDE",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2702","NYAKUNDE",">=6",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2703","NYAKUNDE",">=6",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2704","NYAKUNDE",">=6",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2705","OICHA",">=10",7,0.021,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0212236363494816,0.021
"2706","OICHA",">=10",12,0.021,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0212236363494816,0.021
"2707","OICHA",">=10",15,0.021,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0212236363494816,0.021
"2708","OICHA",">=2",7,0.385,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.954511944954093,0.615
"2709","OICHA",">=2",12,0.385,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.954511944954093,0.615
"2710","OICHA",">=2",15,0.385,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",1,-0.954511944954093,0.615
"2711","OICHA",">=20",7,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2712","OICHA",">=20",12,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2713","OICHA",">=20",15,0,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-1.00000008279037e-10,0
"2714","OICHA",">=6",7,0.086,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0899247074185778,0.086
"2715","OICHA",">=6",12,0.086,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0899247074185778,0.086
"2716","OICHA",">=6",15,0.086,2019-10-25,2019-11-30,2019-11-01,7,36,"November_2019","model",0,-0.0899247074185778,0.086
"2717","BENI",">=10",0,0.291,2019-11-01,2019-11-30,2019-11-01,0,29,"November_2019","model_nfd",0,-0.343899752308966,0.291
"2718","BENI",">=2",0,0.901,2019-11-01,2019-11-30,2019-11-01,0,29,"November_2019","model_nfd",1,-0.104250021484787,0.099
"2719","BENI",">=20",0,0.043,2019-11-01,2019-11-30,2019-11-01,0,29,"November_2019","model_nfd",0,-0.0439518874246896,0.043
"2720","BENI",">=6",0,0.565,2019-11-01,2019-11-30,2019-11-01,0,29,"November_2019","model_nfd",1,-0.570929548012687,0.435
"2721","GOMA",">=10",0,0,2019-11-01,2019-11-30,2019-11-01,0,29,"November_2019","model_nfd",0,-1.00000008279037e-10,0
"2722","GOMA",">=2",0,0.001,2019-11-01,2019-11-30,2019-11-01,0,29,"November_2019","model_nfd",0,-0.00100050023348343,0.001
