"","HZ","p_cm","expert","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","score_log","score_bri"
"1531","MABALAKO",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1532","MABALAKO",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"1533","MABALAKO",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1534","MABALAKO",">=6",3,1,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-23.0258508472001,1
"1535","MABALAKO",">=6",2,0.15,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.162518929380128,0.15
"1536","MABALAKO",">=6",12,0.6,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.916290731624155,0.6
"1537","MABALAKO",">=6",1,0.7,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.2039728039926,0.7
"1538","MABALAKO",">=6",4,1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-23.0258508472001,1
"1539","MABALAKO",">=6",5,1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-23.0258508472001,1
"1540","MABALAKO",">=6",8,0.85,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.89711998421921,0.85
"1541","MABALAKO",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1542","MABALAKO",">=6",11,1,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-23.0258508472001,1
"1543","MABALAKO",">=6",13,0.2,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-0.22314355118921,0.2
"1544","MABALAKO",">=6",14,0.1,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-0.105360515546715,0.1
"1545","MAMBASA",">=10",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1546","MAMBASA",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1547","MAMBASA",">=10",12,0.05,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.0512932942822874,0.05
"1548","MAMBASA",">=10",1,0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.105360515546715,0.1
"1549","MAMBASA",">=10",4,0.35,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.430782915938608,0.35
"1550","MAMBASA",">=10",5,0.4,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.510825623599324,0.4
"1551","MAMBASA",">=10",8,0.1,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.105360515546715,0.1
"1552","MAMBASA",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1553","MAMBASA",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1554","MAMBASA",">=10",13,0.3,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-0.356674943795875,0.3
"1555","MAMBASA",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1556","MAMBASA",">=2",4,0.95,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-2.99573227155399,0.95
"1557","MAMBASA",">=2",1,0.9,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-2.30258509199405,0.9
"1558","MAMBASA",">=2",12,0.95,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-2.99573227155399,0.95
"1559","MAMBASA",">=2",2,0.9,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-2.30258509199405,0.9
"1560","MAMBASA",">=2",9,0.65,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.04982212421296,0.65
"1561","MAMBASA",">=2",11,0.5,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.693147180359945,0.5
"1562","MAMBASA",">=2",3,0.4,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-0.510825623599324,0.4
"1563","MAMBASA",">=2",14,0.4,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-0.510825623599324,0.4
"1564","MAMBASA",">=2",13,1,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-23.0258508472001,1
"1565","MAMBASA",">=2",8,0.65,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.04982212421296,0.65
"1566","MAMBASA",">=2",5,0.95,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-2.99573227155399,0.95
"1567","MAMBASA",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1568","MAMBASA",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1569","MAMBASA",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1570","MAMBASA",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1571","MAMBASA",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1572","MAMBASA",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1573","MAMBASA",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"1574","MAMBASA",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1575","MAMBASA",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1576","MAMBASA",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"1577","MAMBASA",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1578","MAMBASA",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1579","MAMBASA",">=6",2,0.1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.105360515546715,0.1
"1580","MAMBASA",">=6",12,0.4,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.510825623599324,0.4
"1581","MAMBASA",">=6",1,0.45,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.597837000573802,0.45
"1582","MAMBASA",">=6",4,0.7,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.2039728039926,0.7
"1583","MAMBASA",">=6",5,0.8,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.6094379119341,0.8
"1584","MAMBASA",">=6",8,0.3,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.356674943795875,0.3
"1585","MAMBASA",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1586","MAMBASA",">=6",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1587","MAMBASA",">=6",13,0.85,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.89711998421921,0.85
"1588","MAMBASA",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1589","MANDIMA",">=10",3,0.85,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.89711998421921,0.85
"1590","MANDIMA",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1591","MANDIMA",">=10",12,0.1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.105360515546715,0.1
"1592","MANDIMA",">=10",1,0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.105360515546715,0.1
"1593","MANDIMA",">=10",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1594","MANDIMA",">=10",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1595","MANDIMA",">=10",8,0.2,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.22314355118921,0.2
"1596","MANDIMA",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1597","MANDIMA",">=10",11,0.05,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.0512932942822874,0.05
"1598","MANDIMA",">=10",13,0.05,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-0.0512932942822874,0.05
"1599","MANDIMA",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1600","MANDIMA",">=2",8,0.65,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.04982212421296,0.65
"1601","MANDIMA",">=2",14,0.85,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.89711998421921,0.85
"1602","MANDIMA",">=2",4,0.6,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.916290731624155,0.6
"1603","MANDIMA",">=2",11,1,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-23.0258508472001,1
"1604","MANDIMA",">=2",5,0.55,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.798507695995549,0.55
"1605","MANDIMA",">=2",13,0.9,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-2.30258509199405,0.9
"1606","MANDIMA",">=2",1,0.9,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-2.30258509199405,0.9
"1607","MANDIMA",">=2",12,0.7,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.2039728039926,0.7
"1608","MANDIMA",">=2",3,1,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-23.0258508472001,1
"1609","MANDIMA",">=2",2,0.8,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.6094379119341,0.8
"1610","MANDIMA",">=2",9,0.65,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.04982212421296,0.65
"1611","MANDIMA",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1612","MANDIMA",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1613","MANDIMA",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1614","MANDIMA",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1615","MANDIMA",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1616","MANDIMA",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1617","MANDIMA",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"1618","MANDIMA",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1619","MANDIMA",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1620","MANDIMA",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"1621","MANDIMA",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1622","MANDIMA",">=6",3,1,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-23.0258508472001,1
"1623","MANDIMA",">=6",2,0.1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.105360515546715,0.1
"1624","MANDIMA",">=6",12,0.3,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.356674943795875,0.3
"1625","MANDIMA",">=6",1,0.45,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.597837000573802,0.45
"1626","MANDIMA",">=6",4,0.4,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.510825623599324,0.4
"1627","MANDIMA",">=6",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1628","MANDIMA",">=6",8,0.4,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.510825623599324,0.4
"1629","MANDIMA",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1630","MANDIMA",">=6",11,0.5,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.693147180359945,0.5
"1631","MANDIMA",">=6",13,0.55,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-0.798507695995549,0.55
"1632","MANDIMA",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1633","MUSIENENE",">=10",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1634","MUSIENENE",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1635","MUSIENENE",">=10",12,0.05,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.0512932942822874,0.05
"1636","MUSIENENE",">=10",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1637","MUSIENENE",">=10",4,0.25,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.287682072318448,0.25
"1638","MUSIENENE",">=10",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1639","MUSIENENE",">=10",8,0.05,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.0512932942822874,0.05
"1640","MUSIENENE",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1641","MUSIENENE",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1642","MUSIENENE",">=10",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"1643","MUSIENENE",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1644","MUSIENENE",">=2",1,0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.105360515546715,0.1
"1645","MUSIENENE",">=2",12,0.75,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.38629436071989,0.75
"1646","MUSIENENE",">=2",4,0.75,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.38629436071989,0.75
"1647","MUSIENENE",">=2",5,0.5,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.693147180359945,0.5
"1648","MUSIENENE",">=2",2,0.65,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.04982212421296,0.65
"1649","MUSIENENE",">=2",13,0.4,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-0.510825623599324,0.4
"1650","MUSIENENE",">=2",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1651","MUSIENENE",">=2",3,0.15,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-0.162518929380128,0.15
"1652","MUSIENENE",">=2",11,0.75,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.38629436071989,0.75
"1653","MUSIENENE",">=2",14,0.9,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-2.30258509199405,0.9
"1654","MUSIENENE",">=2",8,0.45,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.597837000573802,0.45
"1655","MUSIENENE",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1656","MUSIENENE",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1657","MUSIENENE",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"1658","MUSIENENE",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1659","MUSIENENE",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1660","MUSIENENE",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1661","MUSIENENE",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"1662","MUSIENENE",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1663","MUSIENENE",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1664","MUSIENENE",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"1665","MUSIENENE",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1666","MUSIENENE",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"1667","MUSIENENE",">=6",2,0.05,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.0512932942822874,0.05
"1668","MUSIENENE",">=6",12,0.2,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.22314355118921,0.2
"1669","MUSIENENE",">=6",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1670","MUSIENENE",">=6",4,0.55,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.798507695995549,0.55
"1671","MUSIENENE",">=6",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"1672","MUSIENENE",">=6",8,0.15,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.162518929380128,0.15
"1673","MUSIENENE",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1674","MUSIENENE",">=6",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"1675","MUSIENENE",">=6",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"1676","MUSIENENE",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"1677","BENI",">=10",1,0.896,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-2.26336437887923,0.896
"1678","BENI",">=10",2,0.93,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",0,-2.65926003550421,0.93
"1679","BENI",">=10",3,0.926,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","model",0,-2.60369018442662,0.926
"1680","BENI",">=10",4,0.896,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-2.26336437887923,0.896
"1681","BENI",">=10",5,0.896,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-2.26336437887923,0.896
"1682","BENI",">=10",8,0.738,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","model",0,-1.33941077483936,0.738
"1683","BENI",">=10",9,0.675,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",0,-1.12393009634471,0.675
"1684","BENI",">=10",11,0.675,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",0,-1.12393009634471,0.675
"1685","BENI",">=10",12,0.93,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",0,-2.65926003550421,0.93
"1686","BENI",">=10",13,0.672,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","model",0,-1.11474167029312,0.672
"1687","BENI",">=10",14,0.713,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","model",0,-1.24827306287408,0.713
"1688","BENI",">=2",1,0.988,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",1,-0.0120725813354838,0.012
"1689","BENI",">=2",2,0.994,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",1,-0.00601807242616665,0.00600000000000001
"1690","BENI",">=2",3,0.991,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","model",1,-0.00904074475305725,0.00900000000000001
"1691","BENI",">=2",4,0.988,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",1,-0.0120725813354838,0.012
"1692","BENI",">=2",5,0.988,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",1,-0.0120725813354838,0.012
"1693","BENI",">=2",8,0.968,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","model",1,-0.0325231918088659,0.032
"1694","BENI",">=2",9,0.936,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",1,-0.0661398026113826,0.0639999999999999
"1695","BENI",">=2",11,0.936,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",1,-0.0661398026113826,0.0639999999999999
"1696","BENI",">=2",12,0.994,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",1,-0.00601807242616665,0.00600000000000001
"1697","BENI",">=2",13,0.947,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","model",1,-0.0544561859016555,0.053
"1698","BENI",">=2",14,0.966,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","model",1,-0.0345914448731388,0.034
"1699","BENI",">=20",1,0.735,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-1.32802545261856,0.735
"1700","BENI",">=20",2,0.799,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",0,-1.60445037042555,0.799
"1701","BENI",">=20",3,0.815,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","model",0,-1.68739945336327,0.815
"1702","BENI",">=20",4,0.735,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-1.32802545261856,0.735
"1703","BENI",">=20",5,0.735,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-1.32802545261856,0.735
"1704","BENI",">=20",8,0.487,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","model",0,-0.667479433616436,0.487
"1705","BENI",">=20",9,0.439,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",0,-0.578034373281188,0.439
"1706","BENI",">=20",11,0.439,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",0,-0.578034373281188,0.439
"1707","BENI",">=20",12,0.799,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",0,-1.60445037042555,0.799
"1708","BENI",">=20",13,0.41,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","model",0,-0.52763274191288,0.41
"1709","BENI",">=20",14,0.44,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","model",0,-0.579818495074371,0.44
"1710","BENI",">=6",1,0.945,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",1,-0.0565703515942145,0.055
"1711","BENI",">=6",2,0.967,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",1,-0.0335567836322554,0.033
"1712","BENI",">=6",3,0.968,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","model",1,-0.0325231918088659,0.032
"1713","BENI",">=6",4,0.945,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",1,-0.0565703515942145,0.055
"1714","BENI",">=6",5,0.945,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",1,-0.0565703515942145,0.055
"1715","BENI",">=6",8,0.866,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","model",1,-0.143870370535175,0.134
"1716","BENI",">=6",9,0.806,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",1,-0.215671536599578,0.194
"1717","BENI",">=6",11,0.806,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",1,-0.215671536599578,0.194
"1718","BENI",">=6",12,0.967,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",1,-0.0335567836322554,0.033
"1719","BENI",">=6",13,0.81,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","model",1,-0.210721031439109,0.19
"1720","BENI",">=6",14,0.844,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","model",1,-0.169602784504663,0.156
"1721","BUNIA",">=10",1,0.002,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-0.00200200257047267,0.002
"1722","BUNIA",">=10",2,0.004,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",0,-0.00400802129713721,0.004
"1723","BUNIA",">=10",3,0.006,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","model",0,-0.00601807222495939,0.006
"1724","BUNIA",">=10",4,0.002,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-0.00200200257047267,0.002
"1725","BUNIA",">=10",5,0.002,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","model",0,-0.00200200257047267,0.002
"1726","BUNIA",">=10",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","model",0,-1.00000008279037e-10,0
"1727","BUNIA",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",0,-1.00000008279037e-10,0
"1728","BUNIA",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","model",0,-1.00000008279037e-10,0
"1729","BUNIA",">=10",12,0.004,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","model",0,-0.00400802129713721,0.004
"1730","BUNIA",">=10",13,0.001,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","model",0,-0.00100050023348343,0.001
"1731","BUNIA",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","model",0,-1.00000008279037e-10,0
