"","expert","HZ","p_cm","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","institution","last.in.field","experience.ide","score_bri","score_log"
"449",1,"KALUNGUTA",">=10",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"450",1,"KALUNGUTA",">=2",0.5,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",1,"LSHTM","<2 weeks ago",">5 years",0.5,-0.693147180759945
"451",1,"KALUNGUTA",">=20",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"452",1,"KALUNGUTA",">=6",0.15,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0.15,-0.162518929380128
"453",1,"MABALAKO",">=10",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",1,"LSHTM","<2 weeks ago",">5 years",1,-23.0258509299405
"454",1,"MABALAKO",">=2",0.8,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",1,"LSHTM","<2 weeks ago",">5 years",0.2,-0.22314355143921
"455",1,"MABALAKO",">=20",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",1,"LSHTM","<2 weeks ago",">5 years",1,-23.0258509299405
"456",1,"MABALAKO",">=6",0.4,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",1,"LSHTM","<2 weeks ago",">5 years",0.6,-0.916290732124155
"457",1,"MAMBASA",">=10",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"458",1,"MAMBASA",">=2",0.8,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",1,"LSHTM","<2 weeks ago",">5 years",0.2,-0.22314355143921
"459",1,"MAMBASA",">=20",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"460",1,"MAMBASA",">=6",0.4,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0.4,-0.510825623599324
"461",1,"MANDIMA",">=10",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"462",1,"MANDIMA",">=2",0.8,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0.8,-1.6094379119341
"463",1,"MANDIMA",">=20",0,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"464",1,"MANDIMA",">=6",0.4,2019-11-11,2019-12-31,2019-12-01,20,50,"December_2019","expert",0,"LSHTM","<2 weeks ago",">5 years",0.4,-0.510825623599324
"465",2,"BENI",">=10",0.1,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.1,-0.105360515546715
"466",2,"BENI",">=2",0.95,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",0.05,-0.0512932944928137
"467",2,"BENI",">=20",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"468",2,"BENI",">=6",0.4,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.4,-0.510825623599324
"469",2,"GOMA",">=10",0.05,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.05,-0.0512932942822874
"470",2,"GOMA",">=2",0.6,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.6,-0.916290731624155
"471",2,"GOMA",">=20",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"472",2,"GOMA",">=6",0.15,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.15,-0.162518929380128
"473",2,"KALUNGUTA",">=10",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"474",2,"KALUNGUTA",">=2",0.85,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",0.15,-0.162518929615422
"475",2,"KALUNGUTA",">=20",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"476",2,"KALUNGUTA",">=6",0.15,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.15,-0.162518929380128
"477",2,"MABALAKO",">=10",0.15,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",0.85,-1.89711998555255
"478",2,"MABALAKO",">=2",0.95,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",0.05,-0.0512932944928137
"479",2,"MABALAKO",">=20",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",1,-23.0258509299405
"480",2,"MABALAKO",">=6",0.5,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",0.5,-0.693147180759945
"481",2,"MAMBASA",">=10",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"482",2,"MAMBASA",">=2",0.7,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",1,"WHO","<2 weeks ago",">5 years",0.3,-0.35667494408159
"483",2,"MAMBASA",">=20",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"484",2,"MAMBASA",">=6",0.05,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.05,-0.0512932942822874
"485",2,"MANDIMA",">=10",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"486",2,"MANDIMA",">=2",0.95,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.95,-2.99573227155399
"487",2,"MANDIMA",">=20",0,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"488",2,"MANDIMA",">=6",0.3,2019-11-12,2019-12-31,2019-12-01,19,49,"December_2019","expert",0,"WHO","<2 weeks ago",">5 years",0.3,-0.356674943795875
"489",3,"BENI",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"490",3,"BENI",">=2",0.75,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",0.25,-0.287682072585114
"491",3,"BENI",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"492",3,"BENI",">=6",0.25,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0.25,-0.287682072318448
"493",3,"GOMA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"494",3,"GOMA",">=2",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"495",3,"GOMA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"496",3,"GOMA",">=6",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"497",3,"KALUNGUTA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"498",3,"KALUNGUTA",">=2",0.5,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",0.5,-0.693147180759945
"499",3,"KALUNGUTA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"500",3,"KALUNGUTA",">=6",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"501",3,"MABALAKO",">=10",0.05,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",0.95,-2.99573227555399
"502",3,"MABALAKO",">=2",0.85,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",0.15,-0.162518929615422
"503",3,"MABALAKO",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",1,-23.0258509299405
"504",3,"MABALAKO",">=6",0.35,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",0.65,-1.04982212478439
"505",3,"MAMBASA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"506",3,"MAMBASA",">=2",0.65,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO",">2 weeks ago",">5 years",0.35,-0.4307829162463
"507",3,"MAMBASA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"508",3,"MAMBASA",">=6",0.05,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0.05,-0.0512932942822874
"509",3,"MANDIMA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"510",3,"MANDIMA",">=2",0.7,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0.7,-1.2039728039926
"511",3,"MANDIMA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"512",3,"MANDIMA",">=6",0.2,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO",">2 weeks ago",">5 years",0.2,-0.22314355118921
"513",4,"BENI",">=10",0.9,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.9,-2.30258509199405
"514",4,"BENI",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0,-1.00000008279037e-10
"515",4,"BENI",">=20",0.1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.1,-0.105360515546715
"516",4,"BENI",">=6",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",1,-23.0258508472001
"517",4,"GOMA",">=10",0.2,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.2,-0.22314355118921
"518",4,"GOMA",">=2",0.5,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.5,-0.693147180359945
"519",4,"GOMA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0,-1.00000008279037e-10
"520",4,"GOMA",">=6",0.3,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.3,-0.356674943795875
"521",4,"KALUNGUTA",">=10",0.3,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.3,-0.356674943795875
"522",4,"KALUNGUTA",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0,-1.00000008279037e-10
"523",4,"KALUNGUTA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0,-1.00000008279037e-10
"524",4,"KALUNGUTA",">=6",0.75,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.75,-1.38629436071989
"525",4,"MABALAKO",">=10",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0,-1.00000008279037e-10
"526",4,"MABALAKO",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0,-1.00000008279037e-10
"527",4,"MABALAKO",">=20",0.1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0.9,-2.30258509399405
"528",4,"MABALAKO",">=6",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0,-1.00000008279037e-10
"529",4,"MAMBASA",">=10",0.4,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.4,-0.510825623599324
"530",4,"MAMBASA",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","never",">5 years",0,-1.00000008279037e-10
"531",4,"MAMBASA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0,-1.00000008279037e-10
"532",4,"MAMBASA",">=6",0.8,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.8,-1.6094379119341
"533",4,"MANDIMA",">=10",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",1,-23.0258508472001
"534",4,"MANDIMA",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",1,-23.0258508472001
"535",4,"MANDIMA",">=20",0.25,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",0.25,-0.287682072318448
"536",4,"MANDIMA",">=6",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","never",">5 years",1,-23.0258508472001
"537",5,"BENI",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"538",5,"BENI",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"539",5,"BENI",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"540",5,"BENI",">=6",0.3,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0.3,-0.356674943795875
"541",5,"GOMA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"542",5,"GOMA",">=2",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"543",5,"GOMA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"544",5,"GOMA",">=6",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"545",5,"KALUNGUTA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"546",5,"KALUNGUTA",">=2",0.1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",0.9,-2.30258509399405
"547",5,"KALUNGUTA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"548",5,"KALUNGUTA",">=6",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"549",5,"MABALAKO",">=10",0.55,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",0.45,-0.597837000937439
"550",5,"MABALAKO",">=2",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"551",5,"MABALAKO",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",1,-23.0258509299405
"552",5,"MABALAKO",">=6",1,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"553",5,"MAMBASA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"554",5,"MAMBASA",">=2",0.2,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",1,"WHO","<2 weeks ago","<5 years",0.8,-1.6094379129341
"555",5,"MAMBASA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"556",5,"MAMBASA",">=6",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"557",5,"MANDIMA",">=10",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"558",5,"MANDIMA",">=2",0.3,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0.3,-0.356674943795875
"559",5,"MANDIMA",">=20",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"560",5,"MANDIMA",">=6",0,2019-11-15,2019-12-31,2019-12-01,16,46,"December_2019","expert",0,"WHO","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"561",6,"BENI",">=10",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"562",6,"BENI",">=2",0.3,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",0.7,-1.20397280465927
"563",6,"BENI",">=20",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"564",6,"BENI",">=6",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"565",6,"GOMA",">=10",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"566",6,"GOMA",">=2",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"567",6,"GOMA",">=20",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"568",6,"GOMA",">=6",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"569",6,"KALUNGUTA",">=10",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"570",6,"KALUNGUTA",">=2",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",1,-23.0258509299405
"571",6,"KALUNGUTA",">=20",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"572",6,"KALUNGUTA",">=6",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"573",6,"MABALAKO",">=10",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",1,-23.0258509299405
"574",6,"MABALAKO",">=2",0.6,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",0.4,-0.510825623932657
"575",6,"MABALAKO",">=20",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",1,-23.0258509299405
"576",6,"MABALAKO",">=6",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",1,-23.0258509299405
"577",6,"MAMBASA",">=10",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"578",6,"MAMBASA",">=2",0.3,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",1,"MoH","<2 weeks ago",">5 years",0.7,-1.20397280465927
"579",6,"MAMBASA",">=20",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"580",6,"MAMBASA",">=6",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"581",6,"MANDIMA",">=10",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"582",6,"MANDIMA",">=2",0.5,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0.5,-0.693147180359945
"583",6,"MANDIMA",">=20",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"584",6,"MANDIMA",">=6",0,2019-11-20,2019-12-31,2019-12-01,11,41,"December_2019","expert",0,"MoH","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"585",7,"BENI",">=10",0.3,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.3,-0.356674943795875
"586",7,"BENI",">=2",0.7,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",0.3,-0.35667494408159
"587",7,"BENI",">=20",0.05,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.05,-0.0512932942822874
"588",7,"BENI",">=6",0.4,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.4,-0.510825623599324
"589",7,"GOMA",">=10",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"590",7,"GOMA",">=2",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"591",7,"GOMA",">=20",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"592",7,"GOMA",">=6",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"593",7,"KALUNGUTA",">=10",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"594",7,"KALUNGUTA",">=2",0.45,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",0.55,-0.798507696439994
"595",7,"KALUNGUTA",">=20",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"596",7,"KALUNGUTA",">=6",0.05,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.05,-0.0512932942822874
"597",7,"MABALAKO",">=10",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",1,-23.0258509299405
"598",7,"MABALAKO",">=2",0.5,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",0.5,-0.693147180759945
"599",7,"MABALAKO",">=20",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",1,-23.0258509299405
"600",7,"MABALAKO",">=6",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",1,-23.0258509299405
"601",7,"MAMBASA",">=10",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"602",7,"MAMBASA",">=2",0.6,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",1,"LSHTM","<2 weeks ago","<5 years",0.4,-0.510825623932657
"603",7,"MAMBASA",">=20",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
"604",7,"MAMBASA",">=6",0.1,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.1,-0.105360515546715
"605",7,"MANDIMA",">=10",0.1,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.1,-0.105360515546715
"606",7,"MANDIMA",">=2",0.75,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0.75,-1.38629436071989
"607",7,"MANDIMA",">=20",0,2019-11-22,2019-12-31,2019-12-01,9,39,"December_2019","expert",0,"LSHTM","<2 weeks ago","<5 years",0,-1.00000008279037e-10
