"","expert","HZ","p_cm","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","institution","last.in.field","experience.ide","score_bri","score_log"
"1714",8,"MANDIMA",">=6",0.751,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.751,-1.39030238211582
"1715",9,"MANDIMA",">=6",0.09,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.09,-0.0943106793613512
"1716",9,"MANDIMA",">=6",0.751,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.751,-1.39030238211582
"1717",10,"MANDIMA",">=6",0.17,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.17,-0.186329578071012
"1718",10,"MANDIMA",">=6",0.818,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.818,-1.70374859135589
"1719",11,"MANDIMA",">=6",0.09,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.09,-0.0943106793613512
"1720",11,"MANDIMA",">=6",0.751,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.751,-1.39030238211582
"1721",1,"OICHA",">=10",0.219,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.219,-0.24718012901441
"1722",1,"OICHA",">=10",0.032,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.032,-0.0325231916022543
"1723",2,"OICHA",">=10",0.187,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.187,-0.207024169311325
"1724",2,"OICHA",">=10",0.025,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.025,-0.0253178078817258
"1725",4,"OICHA",">=10",0.217,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model",0,NA,NA,NA,0.217,-0.24462258286362
"1726",4,"OICHA",">=10",0.024,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model_adj",0,NA,NA,NA,0.024,-0.0242926924665856
"1727",5,"OICHA",">=10",0.187,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.187,-0.207024169311325
"1728",5,"OICHA",">=10",0.025,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.025,-0.0253178078817258
"1729",8,"OICHA",">=10",0.136,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.136,-0.146182510062341
"1730",8,"OICHA",">=10",0.011,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.011,-0.0110609472583127
"1731",9,"OICHA",">=10",0.136,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.136,-0.146182510062341
"1732",9,"OICHA",">=10",0.011,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.011,-0.0110609472583127
"1733",10,"OICHA",">=10",0.219,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.219,-0.24718012901441
"1734",10,"OICHA",">=10",0.032,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.032,-0.0325231916022543
"1735",11,"OICHA",">=10",0.136,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.136,-0.146182510062341
"1736",11,"OICHA",">=10",0.011,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.011,-0.0110609472583127
"1737",1,"OICHA",">=2",0.686,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.686,-1.15836229275541
"1738",1,"OICHA",">=2",0.281,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.281,-0.329893921122008
"1739",2,"OICHA",">=2",0.662,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.662,-1.08470938320326
"1740",2,"OICHA",">=2",0.279,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.279,-0.327116141558492
"1741",4,"OICHA",">=2",0.687,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model",0,NA,NA,NA,0.687,-1.1615520881225
"1742",4,"OICHA",">=2",0.26,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model_adj",0,NA,NA,NA,0.26,-0.301105092648786
"1743",5,"OICHA",">=2",0.662,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.662,-1.08470938320326
"1744",5,"OICHA",">=2",0.279,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.279,-0.327116141558492
"1745",8,"OICHA",">=2",0.633,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.633,-1.00239343065509
"1746",8,"OICHA",">=2",0.23,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.23,-0.261364764004537
"1747",9,"OICHA",">=2",0.633,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.633,-1.00239343065509
"1748",9,"OICHA",">=2",0.23,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.23,-0.261364764004537
"1749",10,"OICHA",">=2",0.686,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.686,-1.15836229275541
"1750",10,"OICHA",">=2",0.281,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.281,-0.329893921122008
"1751",11,"OICHA",">=2",0.633,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.633,-1.00239343065509
"1752",11,"OICHA",">=2",0.23,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.23,-0.261364764004537
"1753",1,"OICHA",">=20",0.061,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.061,-0.0629397996673779
"1754",1,"OICHA",">=20",0.006,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.006,-0.00601807222495939
"1755",2,"OICHA",">=20",0.046,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.046,-0.0470916074290288
"1756",2,"OICHA",">=20",0.003,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.003,-0.00300450891999781
"1757",4,"OICHA",">=20",0.06,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model",0,NA,NA,NA,0.06,-0.0618754036117045
"1758",4,"OICHA",">=20",0.004,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model_adj",0,NA,NA,NA,0.004,-0.00400802129713721
"1759",5,"OICHA",">=20",0.046,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.046,-0.0470916074290288
"1760",5,"OICHA",">=20",0.003,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.003,-0.00300450891999781
"1761",8,"OICHA",">=20",0.03,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.03,-0.0304592073816158
"1762",8,"OICHA",">=20",0.001,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.001,-0.00100050023348343
"1763",9,"OICHA",">=20",0.03,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.03,-0.0304592073816158
"1764",9,"OICHA",">=20",0.001,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.001,-0.00100050023348343
"1765",10,"OICHA",">=20",0.061,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.061,-0.0629397996673779
"1766",10,"OICHA",">=20",0.006,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.006,-0.00601807222495939
"1767",11,"OICHA",">=20",0.03,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.03,-0.0304592073816158
"1768",11,"OICHA",">=20",0.001,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.001,-0.00100050023348343
"1769",1,"OICHA",">=6",0.396,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.396,-0.504181080881759
"1770",1,"OICHA",">=6",0.076,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.076,-0.0790432072322279
"1771",2,"OICHA",">=6",0.341,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.341,-0.417031744327885
"1772",2,"OICHA",">=6",0.073,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.073,-0.075801713308407
"1773",4,"OICHA",">=6",0.368,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model",0,NA,NA,NA,0.368,-0.458865884677052
"1774",4,"OICHA",">=6",0.072,2019-12-18,2020-01-31,2020-01-01,14,44,"January_2020","model_adj",0,NA,NA,NA,0.072,-0.0747235460881779
"1775",5,"OICHA",">=6",0.341,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model",0,NA,NA,NA,0.341,-0.417031744327885
"1776",5,"OICHA",">=6",0.073,2019-12-19,2020-01-31,2020-01-01,13,43,"January_2020","model_adj",0,NA,NA,NA,0.073,-0.075801713308407
"1777",8,"OICHA",">=6",0.282,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.282,-0.331285709794637
"1778",8,"OICHA",">=6",0.036,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.036,-0.036663984267857
"1779",9,"OICHA",">=6",0.282,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.282,-0.331285709794637
"1780",9,"OICHA",">=6",0.036,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.036,-0.036663984267857
"1781",10,"OICHA",">=6",0.396,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model",0,NA,NA,NA,0.396,-0.504181080881759
"1782",10,"OICHA",">=6",0.076,2019-12-17,2020-01-31,2020-01-01,15,45,"January_2020","model_adj",0,NA,NA,NA,0.076,-0.0790432072322279
"1783",11,"OICHA",">=6",0.282,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model",0,NA,NA,NA,0.282,-0.331285709794637
"1784",11,"OICHA",">=6",0.036,2019-12-23,2020-01-31,2020-01-01,9,39,"January_2020","model_adj",0,NA,NA,NA,0.036,-0.036663984267857
"1785",100,"BENI",">=10",0.294,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.706,-1.22417551198359
"1786",100,"BENI",">=2",0.871,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.129,-0.138113302244445
"1787",100,"BENI",">=20",0.068,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.932,-2.68824757527662
"1788",100,"BENI",">=6",0.563,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.437,-0.574475651020067
"1789",100,"BIENA",">=10",0.004,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.004,-0.00400802129713721
"1790",100,"BIENA",">=2",0.144,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.144,-0.155484902723573
"1791",100,"BIENA",">=20",0,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1792",100,"BIENA",">=6",0.028,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.028,-0.0283994744188173
"1793",100,"GOMA",">=10",0,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1794",100,"GOMA",">=2",0.014,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.014,-0.0140989242780818
"1795",100,"GOMA",">=20",0,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1796",100,"GOMA",">=6",0.002,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.002,-0.00200200257047267
"1797",100,"MABALAKO",">=10",0.327,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.673,-1.11779510839069
"1798",100,"MABALAKO",">=2",0.848,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.152,-0.164874643308159
"1799",100,"MABALAKO",">=20",0.087,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.087,-0.0910193982776395
"1800",100,"MABALAKO",">=6",0.546,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",1,NA,NA,NA,0.454,-0.605136303420382
"1801",100,"MANDIMA",">=10",0.015,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.015,-0.0151136377085253
"1802",100,"MANDIMA",">=2",0.309,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.309,-0.369615455069749
"1803",100,"MANDIMA",">=20",0,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1804",100,"MANDIMA",">=6",0.074,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.074,-0.0768810442279664
"1805",100,"OICHA",">=10",0.041,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.041,-0.0418642039944236
"1806",100,"OICHA",">=2",0.521,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.521,-0.736054681362454
"1807",100,"OICHA",">=20",0.001,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.001,-0.00100050023348343
"1808",100,"OICHA",">=6",0.148,2020-01-01,2020-01-31,2020-01-01,0,30,"January_2020","model_nfd",0,NA,NA,NA,0.148,-0.16016875203545
"1809",200,"BENI",">=10",0.742,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0.258,-0.298406035949528
"1810",200,"BENI",">=2",0.972,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0.028,-0.0283994746245787
"1811",200,"BENI",">=20",0.458,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0.542,-0.780886095086293
"1812",200,"BENI",">=6",0.866,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0.134,-0.143870370535175
"1813",200,"BIENA",">=10",0.76,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.76,-1.42711635522348
"1814",200,"BIENA",">=2",0.979,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.979,-3.86323283649681
"1815",200,"BIENA",">=20",0.459,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.459,-0.614335999950813
"1816",200,"BIENA",">=6",0.887,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.887,-2.18036745938484
"1817",200,"GOMA",">=10",0,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1818",200,"GOMA",">=2",0,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1819",200,"GOMA",">=20",0,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1820",200,"GOMA",">=6",0,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0,-1.00000008279037e-10
"1821",200,"MABALAKO",">=10",0.987,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0.013,-0.0130852396499726
"1822",200,"MABALAKO",">=2",1,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0,-1.00000008279037e-10
"1823",200,"MABALAKO",">=20",0.933,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.933,-2.70306265809863
"1824",200,"MABALAKO",">=6",0.994,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",1,NA,NA,NA,0.00600000000000001,-0.00601807242616665
"1825",200,"MANDIMA",">=10",0.585,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.585,-0.879476758510475
"1826",200,"MANDIMA",">=2",0.919,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.919,-2.51330612307513
"1827",200,"MANDIMA",">=20",0.284,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.284,-0.334075111881827
"1828",200,"MANDIMA",">=6",0.751,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.751,-1.39030238211582
"1829",200,"OICHA",">=10",0.011,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.011,-0.0110609472583127
"1830",200,"OICHA",">=2",0.23,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.23,-0.261364764004537
"1831",200,"OICHA",">=20",0.001,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.001,-0.00100050023348343
"1832",200,"OICHA",">=6",0.036,2020-01-01,2020-01-31,2020-01-01,9,39,"January_2020","model_nfd",0,NA,NA,NA,0.036,-0.036663984267857
"1833",1,"BENI",">=10",0.3,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.3,-0.356674943795875
"1834",1,"BENI",">=2",0.95,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",1,"LSHTM",">2 weeks ago",">5 years",0.05,-0.0512932944928137
"1835",1,"BENI",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1836",1,"BENI",">=6",0.7,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",1,"LSHTM",">2 weeks ago",">5 years",0.3,-0.35667494408159
"1837",1,"BUNIA",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1838",1,"BUNIA",">=2",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1839",1,"BUNIA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1840",1,"BUNIA",">=6",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1841",1,"BUTEMBO",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1842",1,"BUTEMBO",">=2",0.5,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.5,-0.693147180359945
"1843",1,"BUTEMBO",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1844",1,"BUTEMBO",">=6",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1845",1,"GOMA",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1846",1,"GOMA",">=2",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1847",1,"GOMA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1848",1,"GOMA",">=6",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1849",1,"KALUNGUTA",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1850",1,"KALUNGUTA",">=2",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1851",1,"KALUNGUTA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1852",1,"KALUNGUTA",">=6",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1853",1,"KATWA",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1854",1,"KATWA",">=2",0.2,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.2,-0.22314355118921
"1855",1,"KATWA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1856",1,"KATWA",">=6",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1857",1,"KAYNA",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1858",1,"KAYNA",">=2",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1859",1,"KAYNA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1860",1,"KAYNA",">=6",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1861",1,"MABALAKO",">=10",0.3,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.3,-0.356674943795875
"1862",1,"MABALAKO",">=2",0.95,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.95,-2.99573227155399
"1863",1,"MABALAKO",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1864",1,"MABALAKO",">=6",0.7,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.7,-1.2039728039926
"1865",1,"MAMBASA",">=10",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1866",1,"MAMBASA",">=2",0.9,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.9,-2.30258509199405
"1867",1,"MAMBASA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1868",1,"MAMBASA",">=6",0.45,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.45,-0.597837000573802
"1869",1,"MANDIMA",">=10",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1870",1,"MANDIMA",">=2",0.9,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.9,-2.30258509199405
"1871",1,"MANDIMA",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1872",1,"MANDIMA",">=6",0.45,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.45,-0.597837000573802
"1873",1,"MUSIENENE",">=10",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1874",1,"MUSIENENE",">=2",0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0.1,-0.105360515546715
"1875",1,"MUSIENENE",">=20",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1876",1,"MUSIENENE",">=6",0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,"LSHTM",">2 weeks ago",">5 years",0,-1.00000008279037e-10
"1877",2,"BENI",">=10",0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"1878",2,"BENI",">=2",1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",1,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"1879",2,"BENI",">=20",0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,"WHO","<2 weeks ago",">5 years",0,-1.00000008279037e-10
"1880",2,"BENI",">=6",0.3,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",1,"WHO","<2 weeks ago",">5 years",0.7,-1.20397280465927
