"","HZ","p_cm","expert","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","score_bri","score_log"
"832","ARU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"833","AUNGBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"834","BAFWAGBOGBO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"835","BAFWASENDE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"836","BAGIRA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"837","BAMBO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"838","BAMBU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"839","BANALIA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"840","BASALI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"841","BASOKO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"842","BENGAMISA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"843","BIENA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"844","BILI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"845","BINZA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"846","BIRAMBIZO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"847","BIRINGI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"848","BOGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"849","BOMA-MANGBETU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"850","BONDO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"851","BUNIA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"852","BUNYAKIRI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"853","BUTA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"854","BUTEMBO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",1,1,-23.0258509299405
"855","DAMAS",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"856","DORUMA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"857","DRODRO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"858","DUNGU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"859","FARADJE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"860","FATAKI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"861","FEREKENI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"862","FIZI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"863","GANGA DINGILA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"864","GETHY",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"865","GOMBARI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"866","HAUTS-PLATEAUX",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"867","IBANDA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"868","IDJWI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"869","ISANGI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"870","ISIRO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"871","ITEBERO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"872","ITOMBWE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"873","JIBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"874","KABAMBARE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"875","KABARE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"876","KABONDO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"877","KADUTU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"878","KAILO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"879","KALEHE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"880","KALIMA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"881","KALOLE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"882","KALONGE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"883","KAMANGO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"884","KAMBALA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"885","KAMITUGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"886","KAMPENE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"887","KANIOLA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"888","KARISIMBI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"889","KASONGO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"890","KATANA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"891","KATOYI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"892","KATWA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",1,1,-23.0258509299405
"893","KAYNA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"894","KAZIBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"895","KIBIRIZI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"896","KIBOMBO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"897","KIBUA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"898","KILO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"899","KIMBI-LULENGE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"900","KINDU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"901","KIROTSHE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"902","KITUTU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"903","KOMANDA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"904","KUNDA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"905","KYONDO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"906","LAYBO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"907","LEMERA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"908","LIKATI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"909","LINGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"910","LITA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"911","LOGO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"912","LOLWA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"913","LOWA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"914","LUBERO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"915","LUBUNGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"916","LUBUTU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"917","LULINGU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"918","LUSANGI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"919","MAHAGI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"920","MAKISO-KISANGANI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"921","MAKORO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"922","MANGALA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"923","MANGOBO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"924","MANGUREDJIPA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"925","MASEREKA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"926","MASISI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"927","MINEMBWE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"928","MINOVA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"929","MITI-MURHESA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"930","MONGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"931","MONGBALU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"932","MUBUMBANO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"933","MULUNGU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"934","MUSIENENE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"935","MUTWANGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"936","MWANA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"937","MWENGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"938","MWESO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"939","NIA-NIA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"940","NIANGARA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"941","NIZI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"942","NUNDU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"943","NYAKUNDE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"944","NYANGEZI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"945","NYANTENDE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"946","NYARAMBE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"947","NYIRAGONGO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"948","OBOKOTE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"949","OICHA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"950","OPALA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"951","OPIENGE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"952","PANGI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"953","PAWA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"954","PINGA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"955","POKO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"956","PUNIA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"957","RETHY",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"958","RIMBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"959","RUNGU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"960","RUTSHURU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"961","RUZIZI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"962","RWAMPARA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"963","RWANGUBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"964","SAMBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"965","SARAMABILA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"966","SHABUNDA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"967","TCHOMIA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"968","TITULE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"969","TSHOPO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"970","TUNDA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"971","UBUNDU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"972","UVIRA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"973","VIADANA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"974","VUHOVI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"975","WALIKALE",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"976","WALUNGU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"977","WAMBA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"978","WANIERUKULA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"979","WATSA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"980","YABAONDO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"981","YAHISULI",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"982","YAHUMA",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"983","YAKUSU",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"984","YALEKO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"985","YALIMBONGO",">=2",6,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"986","ABA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"987","ADI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"988","ADJA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"989","AKETI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"990","ALIMBONGO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"991","ALUNGULI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"992","ANGO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"993","ANGUMU",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"994","ARIWARA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"995","ARU",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"996","AUNGBA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"997","BAFWAGBOGBO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"998","BAFWASENDE",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"999","BAGIRA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1000","BAMBO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1001","BAMBU",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1002","BANALIA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1003","BASALI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1004","BASOKO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1005","BENGAMISA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1006","BIENA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1007","BILI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1008","BINZA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1009","BIRAMBIZO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1010","BIRINGI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1011","BOGA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1012","BOMA-MANGBETU",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1013","BONDO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1014","BUNIA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1015","BUNYAKIRI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1016","BUTA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1017","BUTEMBO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",1,1,-23.0258509299405
"1018","DAMAS",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1019","DORUMA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1020","DRODRO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1021","DUNGU",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1022","FARADJE",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1023","FATAKI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1024","FEREKENI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1025","FIZI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1026","GANGA DINGILA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1027","GETHY",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1028","GOMBARI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1029","HAUTS-PLATEAUX",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1030","IBANDA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1031","IDJWI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1032","ISANGI",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1033","ISIRO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1034","ITEBERO",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1035","ITOMBWE",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"1036","JIBA",">=2",7,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
